attendance,study_hours,assignments,gpa,participation,risk_level
49,2,77,6.11,9,1
52,5,97,8.02,1,0
81,4,85,8.45,4,0
53,0,61,7.53,7,1
67,5,77,4.68,3,0
76,0,48,5.8,4,1
70,5,57,5.82,1,0
93,0,64,9.36,1,0
67,6,60,4.12,2,0
56,2,100,5.13,5,0
85,2,68,5.43,4,0
91,5,61,9.64,4,0
99,5,32,6.81,6,0
60,2,86,6.08,3,0
90,3,60,9.44,3,0
68,1,62,8.14,5,1
47,3,50,8.1,9,1
95,4,93,7.01,3,0
98,2,58,8.54,7,0
48,4,90,5.41,7,1
79,0,44,5.58,10,1
87,5,75,7.47,2,0
46,4,44,8.15,6,1
41,0,92,7.9,10,1
96,1,63,7.5,8,0
67,6,67,6.35,6,0
62,6,36,4.76,8,1
60,6,83,7.6,8,0
62,0,56,9.76,1,1
87,0,80,6.03,7,0
68,6,37,4.49,1,1
96,5,64,6.12,2,0
69,5,34,6.83,3,0
48,3,84,6.88,5,1
64,5,83,7.05,1,0
74,6,55,4.85,7,0
53,2,81,4.6,9,1
99,1,83,5.0,7,0
74,5,84,5.05,10,0
94,6,46,5.87,6,0
82,1,82,7.07,7,0
92,5,76,6.15,3,0
87,6,42,7.44,10,0
96,4,54,7.74,10,0
81,0,35,9.7,3,1
45,4,60,5.77,3,1
69,4,61,6.26,7,0
47,0,75,5.86,1,1
60,6,90,9.6,7,0
49,1,67,6.58,3,1
57,2,95,5.99,6,0
83,3,77,6.76,6,0
62,4,42,6.12,8,1
53,4,73,8.22,7,0
55,3,100,8.02,9,0
68,1,99,5.2,7,0
52,2,89,9.52,3,0
75,5,100,5.69,3,0
88,2,32,4.87,5,1
99,1,63,7.48,4,0
89,2,61,4.71,5,0
62,6,63,7.63,3,0
95,4,43,8.15,2,0
64,2,68,6.4,5,1
52,6,55,7.41,3,0
95,4,71,6.77,6,0
94,5,60,4.14,7,0
48,6,31,7.75,8,1
68,0,41,5.94,10,1
78,3,42,7.03,6,0
80,3,76,5.9,8,0
61,2,73,5.87,4,1
57,4,58,6.15,3,1
76,1,86,5.59,7,0
61,1,47,4.27,2,1
58,3,75,9.52,10,0
66,6,73,6.56,1,0
93,3,39,6.85,7,0
90,2,70,8.66,2,0
74,4,56,4.93,9,0
65,5,31,4.88,1,1
82,2,77,7.71,4,0
61,1,96,9.27,4,0
71,0,55,9.3,2,1
54,5,61,7.74,4,0
84,3,84,4.82,5,0
65,2,60,5.03,4,1
63,4,94,7.97,3,0
82,0,60,5.99,4,1
49,6,79,5.13,8,0
72,6,82,4.82,3,0
63,0,86,6.52,10,1
47,3,51,7.39,7,1
82,2,36,9.19,7,0
87,0,51,5.08,9,1
96,6,66,9.59,9,0
58,4,51,8.24,9,1
60,6,30,4.76,10,1
48,1,73,6.83,5,1
94,3,47,7.65,3,0
70,4,67,7.79,9,0
96,4,36,5.42,9,0
98,0,89,6.68,4,0
75,1,79,4.78,5,0
89,2,33,7.08,1,0
98,2,83,8.83,7,0
91,3,50,6.03,6,0
55,6,98,6.54,7,0
82,5,98,7.83,7,0
61,6,37,4.01,2,1
99,6,68,7.02,8,0
60,6,85,7.44,7,0
93,1,99,4.54,4,0
83,0,64,9.23,1,0
51,0,32,5.32,3,1
96,4,32,4.29,4,0
91,6,41,9.55,6,0
85,5,83,4.62,10,0
97,1,97,5.73,6,0
75,1,52,7.86,10,1
40,1,36,8.89,5,1
40,2,61,5.8,8,1
60,1,35,8.45,3,1
64,3,65,7.18,5,0
98,6,45,6.82,3,0
67,2,92,8.41,5,0
45,2,80,6.92,8,1
55,5,48,6.51,7,1
51,0,79,5.1,9,1
52,3,63,8.25,6,1
90,2,69,7.56,6,0
83,4,58,5.65,6,0
65,2,96,5.69,8,0
65,3,96,7.33,3,0
97,3,86,5.95,5,0
85,3,92,8.1,9,0
89,2,57,4.51,9,0
100,0,36,4.44,2,0
42,6,42,8.62,9,1
46,6,67,8.71,7,0
73,6,57,5.6,2,0
83,1,50,8.71,3,0
77,5,61,6.61,8,0
95,5,36,6.3,9,0
78,6,46,4.3,5,0
83,4,63,5.38,8,0
78,0,51,9.44,8,0
62,5,93,8.46,6,0
63,0,56,4.94,7,1
58,5,58,8.65,6,0
59,5,55,7.04,5,0
44,4,88,8.54,1,0
41,0,76,4.45,7,1
55,2,63,5.46,5,1
71,0,44,4.6,5,1
44,3,31,8.41,8,1
93,6,65,9.83,1,0
41,2,97,8.94,5,1
88,0,34,9.99,7,0
48,2,52,8.18,10,1
61,4,83,4.52,7,0
81,4,74,5.33,10,0
42,4,55,8.34,8,1
61,4,44,7.23,8,1
74,4,84,4.58,1,0
63,2,96,5.41,8,0
64,1,44,5.67,7,1
100,1,53,6.34,3,0
54,4,77,8.49,3,0
53,6,73,6.49,7,0
55,0,57,7.51,8,1
54,3,70,5.2,4,1
60,1,46,4.41,5,1
78,6,59,5.7,5,0
54,2,31,6.5,7,1
78,0,40,9.07,5,1
97,0,51,9.37,2,0
99,0,100,8.85,10,0
40,2,83,8.62,2,1
80,0,46,6.24,4,1
65,6,93,7.03,5,0
92,4,35,7.26,2,0
81,0,56,7.62,9,0
80,3,83,9.16,1,0
49,0,94,8.78,7,1
75,1,37,9.78,6,1
50,6,60,7.74,2,0
51,0,91,4.91,4,1
41,0,66,8.68,5,1
50,2,49,5.73,5,1
55,2,47,9.58,5,1
61,4,89,6.6,4,0
47,4,34,8.95,8,1
50,3,56,8.51,7,1
43,5,48,7.27,2,1
95,2,63,4.56,5,0
90,0,30,5.13,6,1
83,0,46,5.54,8,1
82,6,64,4.9,1,0
61,4,65,8.0,9,0
89,2,49,5.18,9,0
75,5,63,4.11,4,0
50,4,57,7.17,6,1
82,3,59,9.95,2,0
52,6,82,5.22,1,0
79,1,83,6.45,3,0
73,3,64,5.91,8,0
69,4,64,5.12,6,0
54,0,83,4.71,4,1
96,2,37,9.34,3,0
100,2,61,6.37,10,0
44,2,59,6.29,7,1
85,0,46,7.36,2,0
75,2,93,4.92,10,0
84,0,33,8.79,7,1
89,1,70,6.47,3,0
61,0,100,6.84,9,0
74,1,61,5.0,6,1
55,4,49,4.82,5,1
70,5,92,9.66,7,0
92,6,100,5.9,9,0
51,2,35,4.04,2,1
57,0,77,6.44,10,1
91,5,71,4.21,4,0
74,0,32,5.04,9,1
89,6,62,5.78,9,0
44,0,50,4.57,1,1
74,0,57,5.77,1,1
63,4,78,6.79,10,0
68,2,84,6.17,1,0
92,4,95,9.32,8,0
98,6,54,5.31,9,0
72,5,97,4.81,8,0
73,1,71,9.86,6,0
94,2,40,6.33,7,0
88,3,76,4.79,5,0
79,2,72,9.22,9,0
67,5,51,7.56,3,0
86,1,94,6.94,10,0
61,6,85,7.65,5,0
77,0,58,6.91,5,1
88,2,97,6.57,1,0
74,2,68,5.01,10,0
66,4,71,9.99,9,0
93,3,87,8.72,6,0
55,3,45,5.14,6,1
95,3,61,4.28,10,0
76,3,69,7.08,3,0
62,2,89,7.5,1,0
65,5,61,9.83,5,0
76,0,82,7.59,5,0
40,5,34,4.91,6,1
49,4,48,8.8,7,1
77,0,41,6.6,6,1
44,3,84,5.93,4,1
40,6,90,5.17,4,0
53,2,35,5.94,3,1
41,0,48,5.56,7,1
75,2,60,7.03,9,0
98,6,83,6.26,3,0
72,4,49,4.58,5,0
83,5,42,5.97,7,0
46,3,83,9.23,5,0
95,3,50,8.31,1,0
95,2,40,5.33,7,0
81,2,67,4.23,7,0
60,6,94,8.84,2,0
95,4,43,6.81,8,0
97,6,71,4.19,10,0
66,0,98,7.65,4,0
97,3,50,5.04,4,0
73,5,79,7.86,8,0
76,3,48,8.4,1,0
59,1,60,4.13,7,1
51,2,97,6.68,3,1
93,6,32,4.19,8,0
89,5,45,4.13,4,0
69,6,78,4.36,9,0
47,0,81,4.03,10,1
85,6,63,6.21,6,0
49,5,86,9.28,10,0
95,6,54,9.88,8,0
76,3,81,4.6,8,0
78,0,37,9.7,10,1
61,1,94,8.64,7,0
48,3,94,9.26,10,0
48,0,100,8.12,4,1
71,4,67,5.33,5,0
92,6,39,5.11,1,0
92,5,51,7.37,8,0
78,0,99,6.79,5,0
97,2,86,8.96,7,0
80,6,95,4.44,9,0
100,3,61,8.54,9,0
56,6,83,9.12,8,0
44,0,86,9.69,3,1
98,0,62,7.47,10,0
77,2,68,7.61,2,0
97,0,48,4.59,5,0
87,4,50,8.68,5,0
99,1,80,5.04,5,0
75,3,99,6.91,1,0
47,5,57,5.07,9,1
68,6,77,8.62,2,0
77,0,64,8.91,10,0
60,3,76,5.07,2,1
100,1,68,4.17,7,0
52,0,96,6.68,6,1
63,1,35,5.4,9,1
89,1,45,6.61,9,0
87,4,62,9.41,8,0
79,6,31,9.84,4,0
85,4,52,9.49,4,0
72,6,43,9.49,10,0
88,3,44,6.21,4,0
100,0,40,7.98,3,0
80,5,87,5.94,5,0
88,5,91,9.1,6,0
71,2,51,8.13,10,0
90,1,71,4.99,9,0
59,3,46,5.8,3,1
98,1,70,7.32,4,0
76,0,36,6.87,6,1
62,2,33,9.31,8,1
87,1,69,6.53,6,0
59,1,45,4.19,2,1
58,0,67,9.08,6,1
48,0,86,5.03,8,1
82,2,77,6.02,7,0
68,0,56,8.59,6,1
62,1,51,9.65,3,1
79,1,61,4.3,9,1
57,5,66,5.32,6,0
53,3,100,7.09,8,0
95,3,89,8.27,8,0
54,2,34,9.95,5,1
53,2,78,7.61,3,1
75,0,62,6.65,1,1
66,2,86,4.93,3,0
49,1,94,5.36,7,1
87,2,98,7.82,2,0
87,3,68,6.71,9,0
84,0,99,7.82,3,0
63,3,41,6.33,6,1
61,5,88,5.64,3,0
76,6,91,7.49,5,0
82,5,84,6.08,8,0
94,4,68,5.17,6,0
73,4,100,4.49,4,0
86,2,35,5.84,3,0
65,6,91,5.98,1,0
71,6,39,9.66,1,0
88,3,97,6.16,9,0
69,5,60,7.09,8,0
100,5,36,5.83,5,0
90,2,89,5.11,1,0
96,5,82,4.57,8,0
84,5,41,9.3,9,0
64,5,62,8.07,10,0
95,5,40,5.95,3,0
43,3,77,5.83,10,1
43,2,70,8.19,9,1
47,6,94,6.68,6,0
80,1,74,5.34,10,0
42,2,70,6.45,7,1
97,0,82,8.49,3,0
77,4,54,5.13,1,0
91,2,60,4.07,9,0
42,4,46,5.3,10,1
81,2,81,8.18,4,0
87,3,75,9.67,9,0
94,3,37,9.93,9,0
86,4,63,5.86,6,0
51,6,85,9.05,6,0
89,2,58,9.96,9,0
76,5,98,9.48,6,0
68,0,39,5.43,4,1
71,0,74,4.98,2,1
82,1,72,4.61,3,0
91,4,73,9.4,6,0
83,2,86,4.51,9,0
46,5,95,8.11,3,0
53,1,56,8.53,6,1
100,3,79,8.35,9,0
96,1,53,4.55,10,0
68,2,50,6.38,4,1
46,5,60,9.96,3,0
92,0,38,6.66,9,0
47,1,90,8.98,1,1
94,0,34,6.52,5,0
91,0,91,9.35,5,0
81,4,34,5.24,7,0
70,1,99,6.03,8,0
66,0,62,6.95,8,1
42,0,97,8.85,4,1
40,0,70,6.0,10,1
66,3,81,7.8,6,0
54,3,54,7.12,8,1
77,5,49,5.4,7,0
76,1,85,4.56,5,0
78,5,44,9.62,3,0
85,0,92,7.25,7,0
40,2,50,5.72,7,1
80,3,88,8.65,4,0
94,0,72,6.06,1,0
95,0,84,9.21,10,0
56,2,58,4.97,7,1
58,0,51,8.8,9,1
43,0,55,5.0,1,1
60,3,30,4.41,5,1
64,6,63,6.7,9,0
81,1,86,6.59,7,0
85,5,53,7.88,1,0
41,1,38,4.75,8,1
68,1,42,7.1,4,1
98,4,61,5.19,8,0
71,3,49,7.04,6,0
56,5,75,8.61,8,0
64,1,71,6.74,5,1
65,4,64,7.82,10,0
88,0,72,6.85,3,0
97,6,56,7.09,7,0
46,2,46,9.03,6,1
91,4,60,4.73,4,0
41,6,70,8.87,6,0
47,3,76,9.02,5,1
95,6,73,4.37,7,0
40,2,73,8.14,4,1
84,6,77,7.78,7,0
89,2,67,5.84,3,0
59,5,69,6.87,2,0
93,3,83,4.46,6,0
45,2,90,8.34,8,1
87,1,57,9.59,8,0
83,6,47,5.59,8,0
100,4,63,8.38,2,0
73,2,31,5.8,2,1
87,4,78,4.06,2,0
47,0,37,8.28,2,1
86,5,66,8.91,2,0
43,1,43,7.1,8,1
41,6,55,7.94,2,1
58,4,34,9.22,8,1
74,0,98,4.77,8,0
96,4,69,8.63,7,0
66,1,70,4.23,7,1
96,5,55,4.48,9,0
66,6,52,9.39,10,0
100,5,36,8.04,4,0
99,5,30,5.93,7,0
70,4,34,5.69,3,1
40,4,97,5.91,9,1
72,2,94,9.38,5,0
78,0,89,6.16,8,0
68,2,92,5.73,6,0
57,2,35,8.09,2,1
53,4,79,6.06,8,0
91,0,90,6.1,5,0
75,0,47,8.86,2,1
71,6,100,9.71,3,0
78,5,51,4.66,7,0
68,0,74,8.23,4,1
49,4,95,9.62,2,0
83,1,50,6.91,1,0
76,0,65,9.13,2,0
48,1,37,4.37,1,1
46,3,68,6.57,7,1
55,0,54,6.88,4,1
49,4,72,4.76,6,1
90,6,52,7.55,9,0
45,2,51,4.94,10,1
83,5,49,9.47,3,0
41,1,42,8.36,1,1
48,1,94,6.6,10,1
74,0,86,6.46,5,0
55,6,83,7.65,7,0
86,3,78,6.28,4,0
70,0,83,9.07,2,0
98,4,58,6.39,4,0
51,5,41,8.93,6,1
64,4,39,6.93,10,1
90,5,39,6.11,8,0
74,5,60,8.48,2,0
53,5,81,9.31,4,0
92,3,70,7.28,8,0
43,2,49,7.08,2,1
55,2,81,5.86,8,1
75,0,78,4.24,5,1
65,2,53,6.58,1,1
41,2,41,4.33,7,1
53,1,46,9.74,7,1
85,3,72,9.9,4,0
100,6,67,7.4,6,0
81,3,86,6.93,10,0
69,3,39,7.36,5,1
74,6,36,9.92,1,0
56,4,82,4.83,4,0
64,1,33,9.53,1,1
67,2,46,5.08,3,1
98,0,100,7.04,2,0
92,4,63,7.99,7,0
87,4,74,8.57,5,0
84,3,93,6.14,2,0
76,6,43,9.54,10,0
68,5,95,5.05,9,0
74,2,93,9.18,6,0
84,6,57,9.22,9,0
51,3,31,4.17,1,1
60,4,78,8.47,3,0
99,3,72,9.48,5,0
71,3,98,8.36,7,0
88,4,36,8.3,7,0
97,0,78,8.13,9,0
92,3,75,7.02,9,0
79,2,51,4.9,4,1
86,2,62,4.28,9,0
56,1,78,9.1,6,1
44,2,61,8.04,7,1
65,1,65,4.61,10,1
52,0,46,4.47,1,1
90,0,33,8.21,1,0
93,4,76,5.97,6,0
72,1,50,9.42,5,0
99,3,45,6.61,5,0
89,2,98,7.71,4,0
44,1,73,6.36,5,1
80,2,99,4.47,5,0
70,4,85,8.74,6,0
94,5,86,9.42,8,0
42,1,54,7.32,6,1
51,2,63,6.87,8,1
52,6,79,7.23,1,0
95,4,98,5.22,10,0
50,4,35,8.25,1,1
43,1,34,7.46,3,1
76,2,74,8.04,5,0
100,3,88,10.0,8,0
40,5,78,5.6,1,1
52,5,97,4.74,7,0
81,5,96,7.94,6,0
66,6,30,7.15,8,0
58,6,59,7.15,6,0
66,1,32,6.27,5,1
88,6,57,9.43,1,0
93,4,74,6.5,1,0
58,2,59,5.1,1,1
60,3,54,5.53,5,1
91,6,59,4.14,6,0
49,6,80,7.63,2,0
88,1,50,6.07,8,0
74,6,89,4.5,7,0
61,5,91,7.35,4,0
68,4,46,7.08,6,0
93,5,65,4.17,10,0
97,0,100,9.72,3,0
54,5,94,8.57,9,0
73,0,44,9.68,10,1
63,5,57,9.27,10,0
100,3,43,6.48,9,0
83,2,61,9.51,3,0
67,6,97,4.74,5,0
88,5,58,4.04,1,0
81,5,45,8.97,4,0
72,1,63,4.93,9,1
76,2,70,8.98,5,0
70,0,42,5.83,8,1
70,3,56,7.51,5,0
59,1,77,5.36,1,1
64,3,41,8.31,8,1
78,1,34,8.85,3,1
100,0,87,5.04,2,0
74,5,74,9.87,4,0
66,3,89,4.21,2,0
42,4,100,6.64,2,0
84,1,85,5.29,1,0
73,4,76,7.15,2,0
81,3,89,6.69,9,0
45,0,47,5.75,5,1
63,4,34,9.82,7,1
67,2,87,9.22,2,0
89,3,71,6.5,10,0
50,0,31,9.74,10,1
68,1,49,9.69,9,1
51,1,93,9.45,4,0
53,2,69,4.11,9,1
94,4,73,7.27,5,0
99,1,75,6.22,1,0
52,3,64,4.53,2,1
77,0,93,9.51,6,0
70,6,44,7.26,10,0
97,3,99,6.59,5,0
89,6,67,8.07,4,0
65,6,76,8.08,1,0
73,5,68,4.7,9,0
67,1,44,7.51,6,1
48,1,38,9.04,4,1
76,3,87,8.52,9,0
70,4,93,6.7,8,0
79,1,86,8.58,4,0
88,5,92,4.79,7,0
79,4,96,4.47,3,0
51,4,73,4.78,7,1
57,2,41,4.34,1,1
60,0,76,4.46,1,1
43,6,65,6.86,3,1
42,4,76,8.84,4,1
85,2,90,5.86,3,0
67,6,31,8.47,6,0
83,4,82,7.13,1,0
59,1,54,9.4,2,1
50,0,39,9.76,3,1
69,6,62,7.71,8,0
88,1,70,4.94,3,0
86,3,62,5.06,4,0
57,2,56,7.82,4,1
84,6,94,5.09,7,0
56,5,33,4.15,8,1
59,6,98,6.86,7,0
57,0,88,5.89,3,1
80,6,71,7.63,8,0
74,4,99,7.88,8,0
49,0,73,7.29,2,1
89,4,56,4.67,6,0
100,6,31,4.87,1,0
50,5,50,8.19,4,1
72,0,34,6.86,8,1
58,6,67,6.39,10,0
58,5,99,4.38,8,0
95,0,47,9.4,4,0
44,2,47,7.98,10,1
42,3,74,6.52,3,1
71,0,60,6.46,7,1
81,4,50,8.78,10,0
82,5,41,9.63,2,0
69,6,77,4.71,5,0
41,6,92,5.01,5,0
84,6,67,4.99,8,0
86,5,86,9.43,6,0
99,5,95,4.49,6,0
97,3,92,8.35,10,0
92,1,88,8.28,2,0
49,0,76,6.97,5,1
68,4,83,6.36,1,0
88,2,48,8.67,1,0
69,0,93,6.08,3,0
58,4,58,8.9,5,0
67,0,56,8.4,8,1
91,0,75,6.61,7,0
74,5,51,5.74,1,0
91,2,68,4.26,3,0
73,4,45,7.68,4,0
72,2,51,5.08,9,1
54,4,42,9.59,1,1
92,2,96,7.09,8,0
74,5,55,9.71,4,0
63,0,99,7.07,10,0
95,6,61,9.19,1,0
50,2,100,8.26,7,0
95,1,35,7.3,6,0
42,3,40,9.14,2,1
94,3,51,6.64,3,0
71,4,91,4.57,4,0
77,4,80,8.79,10,0
54,0,62,5.93,6,1
97,1,48,4.46,2,0
55,5,77,7.08,9,0
45,2,62,7.15,6,1
54,0,79,5.03,1,1
47,0,30,6.75,3,1
70,5,46,6.52,2,0
81,6,51,9.8,1,0
40,2,81,8.82,3,1
70,6,84,8.0,4,0
73,3,43,9.83,3,0
85,5,76,5.76,2,0
73,5,52,5.29,8,0
59,2,96,5.05,3,0
75,3,76,9.67,6,0
95,5,67,8.48,3,0
45,4,45,5.68,5,1
57,2,66,7.24,2,1
87,6,67,5.14,1,0
94,6,32,5.23,10,0
68,0,67,7.19,3,1
84,5,47,4.31,6,0
80,4,30,8.18,9,0
54,6,55,8.01,1,0
82,5,74,9.83,10,0
77,2,92,5.24,3,0
51,0,67,7.66,8,1
78,1,34,9.04,7,1
91,4,69,7.14,5,0
51,3,75,8.44,5,1
78,6,76,8.57,9,0
50,4,70,6.54,2,1
93,1,36,6.51,5,0
62,2,41,4.25,2,1
62,2,53,5.06,4,1
98,0,48,6.55,6,0
94,0,71,9.27,4,0
76,2,81,9.6,2,0
68,2,49,5.67,9,1
75,3,88,8.41,2,0
65,6,42,7.68,5,0
73,5,56,7.61,5,0
57,0,94,7.64,1,1
63,2,71,9.69,1,0
47,2,92,8.14,9,1
69,4,52,7.57,7,0
100,0,52,6.85,10,0
87,5,42,7.62,1,0
40,0,59,6.64,4,1
66,4,94,6.73,6,0
87,2,57,7.15,8,0
66,2,51,5.33,3,1
55,5,74,6.41,5,0
42,0,55,7.23,5,1
66,6,85,9.14,7,0
66,2,52,4.24,5,1
83,6,91,5.75,1,0
65,4,89,8.0,10,0
63,1,95,7.77,2,0
89,5,62,6.99,4,0
43,4,63,6.24,10,1
66,6,48,8.55,4,0
93,2,65,5.11,1,0
49,4,55,4.42,10,1
78,4,99,9.29,2,0
78,4,73,6.55,7,0
59,2,37,7.01,1,1
58,4,81,7.56,4,0
77,5,33,5.94,1,0
48,5,99,5.73,6,0
60,1,62,8.44,1,1
57,4,37,6.79,2,1
82,6,50,8.18,2,0
43,6,42,5.74,4,1
69,5,31,7.55,7,0
58,4,69,9.08,8,0
65,1,90,7.06,3,0
59,1,77,6.3,2,1
63,0,81,8.67,7,1
68,5,75,4.02,3,0
51,2,74,5.4,8,1
54,4,84,6.61,10,0
40,0,63,8.9,3,1
79,6,55,9.82,3,0
75,2,78,8.39,10,0
65,5,44,5.47,7,1
96,0,40,5.41,6,0
55,6,66,7.36,4,0
80,4,90,4.75,6,0
85,2,56,9.93,9,0
58,5,78,9.94,10,0
81,5,76,9.23,10,0
54,0,51,5.89,3,1
92,5,78,8.61,5,0
54,6,36,6.66,8,1
69,1,99,5.57,8,0
48,3,43,9.01,3,1
62,2,46,7.66,9,1
64,2,31,6.72,8,1
74,6,80,6.19,4,0
44,1,52,9.21,6,1
99,1,81,7.49,2,0
40,4,85,8.41,2,1
51,3,92,7.5,3,0
47,1,48,9.98,4,1
54,5,45,4.32,4,1
66,4,83,6.76,5,0
95,1,92,8.61,8,0
79,4,86,6.68,8,0
40,6,43,9.98,9,1
53,6,80,7.26,8,0
49,2,83,8.01,2,1
58,1,81,8.19,10,1
52,0,73,9.06,8,1
73,0,37,6.04,2,1
69,0,50,4.21,9,1
43,6,99,5.23,6,0
50,6,34,5.45,6,1
66,3,35,5.92,4,1
51,2,72,9.76,8,1
95,2,96,9.33,2,0
64,5,67,5.9,5,0
77,0,50,7.0,3,1
50,1,71,6.82,1,1
89,2,35,4.01,10,1
54,2,84,5.25,3,1
48,4,56,6.17,6,1
100,0,56,6.77,10,0
92,5,53,7.59,1,0
95,1,51,5.54,4,0
62,4,49,6.96,5,1
79,3,54,7.91,7,0
78,2,73,7.45,6,0
54,2,31,8.44,5,1
92,4,84,9.56,3,0
65,5,72,5.2,4,0
44,0,60,6.22,3,1
82,2,37,7.88,2,0
83,5,69,8.16,10,0
81,3,89,4.86,7,0
98,0,56,7.2,9,0
81,4,59,6.12,8,0
99,6,69,6.93,1,0
71,0,36,6.57,3,1
74,2,95,8.27,7,0
81,6,75,4.14,9,0
47,3,66,9.75,7,1
47,4,53,4.44,7,1
44,4,77,8.98,6,1
47,1,85,5.41,6,1
97,6,66,4.45,10,0
88,0,77,6.41,7,0
77,2,68,5.91,1,0
86,6,36,9.02,9,0
45,3,65,7.95,5,1
88,3,92,6.64,7,0
48,1,41,5.09,1,1
60,0,35,7.57,5,1
80,3,59,9.65,10,0
75,3,97,4.48,6,0
65,3,98,9.26,4,0
81,2,66,7.97,2,0
89,2,94,8.1,7,0
79,6,51,4.35,5,0
67,3,73,8.21,6,0
99,1,74,9.4,2,0
97,4,52,8.73,3,0
46,0,80,7.07,4,1
89,2,76,7.32,10,0
56,5,70,9.24,10,0
61,2,69,7.97,4,1
74,4,62,8.79,10,0
63,1,47,8.24,5,1
45,2,51,5.33,8,1
95,6,55,7.59,6,0
59,5,57,9.16,4,0
92,3,66,4.0,1,0
88,6,45,4.98,8,0
65,3,59,9.92,2,0
62,0,90,8.13,5,0
77,0,89,9.11,10,0
58,6,95,6.31,10,0
66,2,41,8.29,5,1
64,5,59,8.56,1,0
44,2,40,9.88,8,1
62,0,95,8.57,5,0
73,3,33,9.79,1,0
50,4,33,5.1,4,1
88,5,39,7.39,5,0
97,0,83,7.15,3,0
50,6,36,5.68,7,1
89,0,38,6.01,3,1
80,5,97,9.86,1,0
40,0,73,4.88,2,1
71,1,84,5.42,8,0
64,6,39,6.01,4,0
51,4,35,8.71,2,1
85,6,65,6.46,3,0
55,4,98,4.94,4,0
66,6,83,4.56,7,0
44,6,83,8.18,1,0
70,0,47,4.2,8,1
95,2,59,9.5,7,0
89,1,58,4.75,10,0
81,6,34,4.08,9,0
48,6,66,7.54,2,0
87,2,33,4.3,1,1
56,4,47,7.63,8,1
41,1,37,9.59,7,1
69,3,52,6.32,8,1
56,6,81,8.43,6,0
56,3,85,4.66,6,1
83,3,53,4.16,7,0
92,6,48,7.51,4,0
69,6,34,6.62,8,0
43,1,67,5.15,3,1
55,3,99,7.16,10,0
63,4,32,7.93,1,1
80,3,86,4.62,7,0
76,4,79,5.27,4,0
71,0,79,7.4,2,0
72,5,78,9.24,3,0
81,3,94,8.98,2,0
81,6,61,4.5,2,0
96,0,84,4.7,10,0
70,1,83,4.14,10,1
56,3,70,6.51,3,1
44,0,80,8.07,1,1
66,4,89,6.0,10,0
52,6,32,5.61,8,1
94,2,81,9.75,3,0
47,2,56,8.28,1,1
67,3,43,5.43,2,1
99,5,64,7.5,5,0
46,4,85,6.17,8,1
83,1,72,9.86,3,0
61,2,63,4.69,1,1
100,4,82,4.82,6,0
50,1,47,8.08,2,1
76,2,78,4.21,7,0
48,2,68,9.16,2,1
45,2,31,7.1,10,1
65,2,93,9.75,1,0
67,3,85,8.69,2,0
73,6,59,7.81,9,0
62,6,97,9.89,3,0
62,5,81,8.26,10,0
75,4,73,6.93,6,0
94,4,36,5.48,7,0
88,0,47,6.77,2,0
40,5,48,5.63,9,1
60,1,46,7.81,8,1
87,1,93,8.92,7,0
64,2,80,4.93,10,1
61,3,78,8.88,8,0
68,4,97,8.09,3,0
85,0,47,5.71,2,1
45,2,88,9.12,5,1
43,1,76,7.72,3,1
74,0,30,9.66,9,1
79,2,67,6.53,1,0
68,5,65,6.78,5,0
90,3,98,8.1,5,0
85,3,85,4.15,3,0
99,3,72,6.69,9,0
98,2,36,6.57,10,0
89,3,43,7.05,9,0
95,0,80,4.3,3,0
80,3,94,8.11,3,0
55,1,88,6.48,3,1
42,5,31,4.45,6,1
68,4,58,6.59,7,0
73,0,53,5.51,10,1
47,3,74,7.33,7,1
48,3,49,6.78,3,1
96,4,66,4.65,1,0
89,5,84,5.87,4,0
93,1,91,8.67,2,0
76,0,39,4.62,7,1
95,2,83,9.32,7,0
69,0,45,5.05,9,1
42,3,67,4.35,7,1
96,0,46,8.39,4,0
72,0,79,9.29,6,0
63,0,38,9.17,3,1
61,1,33,4.94,1,1
66,6,63,9.1,2,0
40,3,85,7.19,6,1
69,4,50,8.94,5,0
93,2,99,5.71,4,0
100,0,88,5.91,5,0
58,0,35,7.19,2,1
54,5,59,6.73,10,1
79,0,67,4.75,1,1
58,1,87,5.05,8,1
94,3,51,7.15,5,0
82,3,32,5.15,5,1
100,4,49,6.81,10,0
84,5,75,6.1,5,0
78,6,88,6.82,8,0
58,1,92,5.67,5,1
75,0,77,9.37,3,0
94,3,31,4.7,4,0
51,5,69,5.04,5,1
69,2,35,6.3,5,1
71,1,100,6.54,1,0
91,4,65,9.14,8,0
50,5,76,6.99,4,0
52,1,87,5.16,1,1
71,6,67,9.47,7,0
40,0,61,6.47,6,1
49,4,88,8.88,10,0
100,6,51,6.66,10,0
79,1,54,5.24,4,1
54,6,49,6.64,2,1
65,3,73,9.69,10,0
74,4,95,7.69,2,0
94,5,41,6.88,5,0
93,5,66,4.64,6,0
99,1,78,8.28,1,0
73,4,58,6.56,4,0
41,0,52,5.08,6,1
64,2,71,9.66,6,0
76,6,99,5.32,4,0
80,1,51,7.66,1,0
70,0,70,7.57,4,1
47,5,89,7.6,6,0
86,3,90,6.32,2,0
54,2,99,4.09,5,1
90,6,79,8.41,7,0
57,6,55,7.64,9,0
86,0,64,5.6,10,0
59,5,40,8.67,9,0
89,6,71,7.44,5,0
83,2,44,6.32,5,0
